	MG1655-1	COUM2-4_1	COUM4-2_1	COUM7-6_1	COUM8-6_1	nadR-1	mprA-1	yhjK-1	MG1655-2	COUM2-4_2	COUM4-2_2	COUM7-6_2	COUM8-6_2	nadR-2	mprA-2	yhjK-2	MG1655-3	COUM2-4_3	COUM4-2_3	COUM7-6_3	COUM8-6_3	nadR-3	mprA-3	yhjK-3	ypjA-1	nadR_mprA-1	nadR_yhjK-1	mprA_yhjK-1	ypjA_mprA-1	nadR_mprA_yhjK-1	ypjA_mprA_nadR-1	ypjA_mprA_yhjK-1	ypjA-2	nadR_mprA-2	nadR_yhjK-2	mprA_yhjK-2	ypjA_mprA-2	nadR_mprA_yhjK-2	ypjA_mprA_nadR-2	ypjA_mprA_yhjK-2	ypjA-3	nadR_mprA-3	nadR_yhjK-3	mprA_yhjK-3	ypjA_mprA-3	nadR_mprA_yhjK-3	ypjA_mprA_nadR-3	ypjA_mprA_yhjK-3
16.17236	1.4709999999999999	19.188	31.254	21.769000000000002	18.342	1.8769999999999998	10.38	8.412	1.379	21.366999999999997	33.218	24.456	22.726999999999997	2.2969999999999997	6.192	5.093	0.9540000000000001	20.65	33.702	22.961	14.734000000000002	3.2030000000000003	6.835	6.074	1.015	10.800999999999998	6.832000000000001	6.747000000000001	11.562999999999999	7.223	11.069	6.8229999999999995	1.1	9.522	7.8629999999999995	7.191	11.465	7.021	10.502	6.369	0.43700000000000006	9.525	6.297999999999999	6.775	9.714	5.68	7.995	4.215
16.33911	3.928	19.352	31.364	21.96	18.915	1.8769999999999998	10.708	8.576	1.379	21.694000000000003	33.437	24.238000000000003	22.7	2.625	6.438	5.147	0.927	20.677	33.565	22.934	15.662	3.285	7.381	6.237	1.178	10.800999999999998	6.75	6.747000000000001	11.7	7.223	11.069	7.096	1.4269999999999998	9.932	8.218	7.4639999999999995	11.219000000000001	7.1579999999999995	10.42	6.832999999999999	0.46399999999999997	9.607000000000001	6.707999999999999	6.775	9.496	5.789	8.541	4.351
16.50575	3.072	19.250999999999998	31.393	21.94	19.414	1.9509999999999998	11.104000000000001	8.672	1.425	21.756	34.31	24.87	23.061	2.588	7.108	5.5729999999999995	0.9179999999999999	20.956999999999997	34.301	23.021	16.3	3.2760000000000002	7.688	6.7170000000000005	1.196	10.786	7.1739999999999995	6.7620000000000005	11.712	7.047000000000001	10.972999999999999	7.165	1.3359999999999999	9.89	8.75	7.4239999999999995	11.123	6.736000000000001	10.624	6.766	0.511	9.484	6.614	6.926	9.536	5.859	8.964	4.613
16.67248	3.662	19.558	31.694000000000003	22.083000000000002	20.186	2.242	11.008	9.095	1.58	22.063000000000002	33.928000000000004	24.712	23.176	2.852	7.4510000000000005	5.999	0.91	21.21	34.764	23.735	16.965	3.43	8.131	6.896	1.187	10.526	7.707000000000001	6.805	11.752	7.145	11.368	7.37	1.273	10.285	8.737	7.603	10.835	7.05	10.365	6.888999999999999	0.53	9.579	6.93	7.023	9.468	6.175	8.868	4.819
16.83926	1.1320000000000001	20.008	31.929000000000002	22.451	19.817	2.33	11.454	9.431000000000001	1.368	22.24	34.383	24.89	23.518	3.103	7.7860000000000005	6.115	0.943	21.605	34.483000000000004	23.695	17.086	3.9539999999999997	8.308	7.34	1.33	10.645	8.07	6.895	11.544	7.044	10.887	7.461	2.07	10.049	9.564	7.747999999999999	10.845	6.513	10.538	7.143	0.426	9.343	7.347	7.167999999999999	9.45	6.401	10.623	5.154
17.00583	1.65	19.817	33.102	22.315	20.772	2.3569999999999998	11.536	9.84	1.749	22.404	34.656	25.19	23.980999999999998	3.1310000000000002	7.867999999999999	6.525	0.997	21.551	34.783	23.831999999999997	17.822	3.7089999999999996	8.718	7.559	1.275	10.89	8.37	6.922000000000001	11.217	7.044	11.187000000000001	7.379	1.442	10.049	9.237	7.747999999999999	10.927	6.813	10.783	7.252000000000001	0.508	9.261000000000001	7.51	7.167999999999999	9.613	6.483	9.505	5.5089999999999995
17.17249	1.369	20.233	32.312	22.811999999999998	20.943	2.539	11.549000000000001	10.29	1.686	22.41	35.173	24.677	24.096	3.366	8.756	6.595	1.261	21.912	35.082	23.81	19.303	4.19	8.86	7.955	1.239	10.93	8.548	7.047000000000001	11.202	7.059	11.036	7.311	1.4340000000000002	10.634	9.496	8.389	10.503	6.746	10.687000000000001	7.239	0.527	9.002	8.043	7.455	9.436	6.471	9.517999999999999	5.47
17.33901	1.381	20.506	32.946999999999996	22.54	21.46	2.633	11.868	10.363	1.671	23.011	35.156	25.28	24.316	3.352	8.882	7.047000000000001	1.1640000000000001	22.049	35.638000000000005	24.03	19.41	4.476	9.57	8.217	1.415	10.977	9.111	7.09	10.949000000000002	7.157	10.728	7.492000000000001	1.746	10.463	9.814	8.297	10.14	7.0089999999999995	10.897	7.42	0.511	9.266	8.224	7.499	9.127	6.487	9.455	5.757999999999999
17.5058	1.395	20.621	33.32	22.793000000000003	21.849	2.866	11.482000000000001	10.495999999999999	1.9580000000000002	22.718000000000004	36.186	25.316999999999997	25.171999999999997	3.696	9.148	7.475	1.124	21.974	36.124	23.713	19.797	4.739	9.743	8.402000000000001	1.376	10.647	9.298	7.028	11.218	7.341	10.56	7.35	1.5419999999999998	10.487	9.919	8.155	10.0	6.9479999999999995	10.648	7.416	0.552	9.043	8.463	7.52	8.85	6.452000000000001	9.642000000000001	6.024
17.67258	1.844	20.976	34.039	22.984	22.122	3.343	12.183	10.788	1.8880000000000001	23.074	35.923	25.456999999999997	25.037	3.846	9.575	7.5729999999999995	1.217	22.412	36.983000000000004	24.18	20.205	4.917	10.21	8.857000000000001	1.5519999999999998	10.83	9.589	7.042999999999999	10.828	7.521	10.497	7.504	1.855	10.343	10.512	8.282	10.073	7.129	10.585	7.434	0.535	9.142999999999999	8.508	7.672999999999999	8.922	6.44	9.88	6.341
17.83914	1.6640000000000001	20.839000000000002	33.966	23.230999999999998	22.259	3.273	11.929	10.89	1.954	23.239	36.125	25.706	25.176	4.407	9.949	7.999	1.311	22.468000000000004	36.503	24.374000000000002	20.833000000000002	5.122000000000001	10.485999999999999	9.283999999999999	1.483	11.014000000000001	9.334	7.305	10.573	7.51	10.434000000000001	7.712000000000001	1.73	10.198	10.475999999999999	8.546	10.174	7.31	10.713	7.534	0.6559999999999999	9.271	8.908	7.635	8.804	6.401	9.899	6.221
18.00586	1.376	21.133000000000003	34.439	23.497	22.225	3.7769999999999997	11.987	10.62	2.131	23.149	36.650999999999996	25.366999999999997	25.057	4.253	10.445	8.252	1.214	22.432	37.109	24.391	21.046	5.733	10.802999999999999	9.59	1.686	10.743	9.995	7.367000000000001	10.85	7.571000000000001	10.356	7.445	1.6880000000000002	10.529000000000002	10.507	8.524	9.741	7.452999999999999	10.744000000000002	7.375	0.56	9.084	9.296	7.751	8.453	6.136	10.094	6.665
18.17251	1.8230000000000002	21.318	34.33	23.709	22.765	3.7319999999999998	11.235999999999999	10.798	2.113	23.143	36.598	26.046	25.9	4.564	11.061	8.592	1.2770000000000001	22.535	37.003	24.523000000000003	22.076999999999998	5.361000000000001	11.290999999999999	9.959	1.722	11.004000000000001	10.009	7.379	10.864	7.912000000000001	10.67	7.593999999999999	1.806	10.27	10.603	8.701	10.001	7.3839999999999995	10.758	7.443	0.65	9.235	9.091000000000001	8.037	8.576	6.065	9.862	6.513999999999999
18.33924	1.58	21.480999999999998	35.103	23.406999999999996	22.573	3.6519999999999997	11.280999999999999	10.677999999999999	2.362	23.386999999999997	37.122	26.148000000000003	26.085	4.563	10.940999999999999	8.668	1.4180000000000001	22.807	38.069	24.708000000000002	21.831	5.66	11.667	10.086	1.7790000000000001	10.800999999999998	10.135	7.593	10.799000000000001	7.9879999999999995	10.305	7.805	2.355	10.477	10.647	8.966000000000001	10.045	7.6770000000000005	11.13	7.598	0.601	9.334	9.055	7.894	8.704	6.28	9.742	6.671
18.50592	1.577	21.590999999999998	35.315	23.545	23.066	4.169	10.908	11.208	2.495	23.662	37.336	26.319000000000003	26.228	5.001	11.58	8.948	1.442	23.11	37.823	24.851	22.241	6.099	12.138	10.450999999999999	1.804	10.949000000000002	10.227	7.625	10.755	8.103	10.342	7.922000000000001	2.134	10.134	10.685	8.865	9.837	7.766	10.594000000000001	7.716	0.787	8.906	9.363999999999999	8.201	8.412	6.147	9.589	7.006
18.67262	1.5530000000000002	21.563000000000002	35.595	23.816	23.719	4.17	11.145	11.087	2.416	23.605	37.777	26.311999999999998	26.794	5.409	11.515	9.597000000000001	1.445	22.998	38.150999999999996	24.544	22.596	5.9879999999999995	12.322000000000001	10.004	1.861	11.21	10.544	7.702000000000001	10.717	8.151	10.305	8.106	2.082	9.986	10.347000000000001	8.884	9.827	7.977	10.748	8.007	0.546	9.361	9.574	8.33	8.213	6.362	9.469	6.726
18.83918	1.8530000000000002	22.226999999999997	35.760999999999996	23.88	23.839000000000002	4.473	10.967	11.377	2.58	23.779	38.139	26.3	26.427	5.442	11.12	9.636000000000001	1.39	23.226	38.735	25.296	23.233	6.513	12.693	10.811	1.944	10.708	10.752	7.792999999999999	10.677999999999999	8.271	10.511	8.2	2.138	10.385	10.635	8.952	9.951	7.935	10.845	8.049	0.626	9.184	9.642000000000001	8.342	8.061	6.397	9.511000000000001	6.955
19.00591	1.516	21.933000000000003	35.897	23.859	24.418000000000003	4.709	10.981	10.925	2.708	23.756999999999998	38.246	26.276	26.759	5.541	11.898	9.704	1.381	23.259	38.404	24.999000000000002	22.993000000000002	6.584	12.833	10.687999999999999	2.017	11.103	10.464	8.136000000000001	10.690999999999999	8.341000000000001	10.087	8.105	2.046	10.261	10.703	9.157	10.019	8.085	10.831	7.952999999999999	0.8909999999999999	9.552999999999999	9.437000000000001	8.493	8.294	6.44	10.262	7.0520000000000005
19.17252	2.217	22.267	36.141999999999996	23.947	24.178	4.672	10.802999999999999	10.527999999999999	2.7260000000000004	24.309	38.653	26.281	26.435	5.584	11.474	9.883	1.536	23.265	38.919000000000004	25.004	23.518	6.845	12.864	10.892000000000001	2.0340000000000003	11.225	10.613	8.042	10.731	8.656	10.427999999999999	8.447000000000001	2.0909999999999997	10.274000000000001	10.360999999999999	9.471	10.005	8.236	10.98	8.076	0.773	9.594	9.451	8.753	8.144	6.7829999999999995	9.456	6.902
19.33927	2.005	22.144000000000002	36.844	23.961	24.438000000000002	5.143	10.867	10.755999999999998	2.7319999999999998	24.16	38.755	26.87	27.243000000000002	5.865	11.866	10.192	1.706	23.334	39.404	24.828000000000003	23.368000000000002	6.744	12.825	11.366	2.041	11.152999999999999	10.869000000000002	8.296	10.823	8.637	10.164	8.456	2.289	10.092	9.961	9.234	10.096	8.6	10.770999999999999	8.193999999999999	0.8059999999999999	9.357000000000001	9.515	8.652999999999999	8.207	6.846	8.919	6.9110000000000005
19.50593	1.7990000000000002	22.326999999999998	36.768	24.006999999999998	24.319000000000003	5.207999999999999	10.681	10.514000000000001	2.935	24.342	38.951	27.104	27.259	6.172999999999999	11.842	10.033	1.5	23.406999999999996	39.489000000000004	25.526999999999997	23.741999999999997	6.834	13.004000000000001	11.26	2.352	11.21	10.763	8.275	10.99	8.642999999999999	10.550999999999998	8.679	2.246	10.232000000000001	10.183	9.621	9.963	8.332	10.748	8.389	0.846	9.689	9.41	8.904	8.376	6.99	9.196	7.053
19.67265	2.263	22.473000000000003	37.484	24.125999999999998	25.069000000000003	5.376	10.802999999999999	10.475	2.991	24.408	39.561	26.764	27.712	6.181	11.995	10.565	1.7730000000000001	23.773000000000003	39.31	25.541999999999998	23.807	7.115	13.24	11.249	2.355	11.2	10.642000000000001	8.559	10.677999999999999	8.846	10.784	8.802	2.384	10.275	9.87	9.581	10.005	8.427	10.955	8.76	0.8170000000000001	9.321	9.806000000000001	8.78	8.225	6.89	9.156	7.1739999999999995
19.83928	1.8869999999999998	22.642	37.088	24.840999999999998	25.235	5.706	10.717	10.25	3.187	24.275	39.544000000000004	26.874000000000002	27.465	5.935	11.47	10.261	1.7519999999999998	23.749000000000002	39.674	25.406	24.084	6.922999999999999	13.375	11.215	2.4130000000000003	11.821	10.636	8.666	11.082	8.897	10.505999999999998	8.77	4.136	10.433	10.083	9.657	10.0	8.641	11.058	8.508	0.934	9.371	9.255	8.639	8.467	6.997999999999999	9.205	7.117000000000001
20.00605	2.075	22.726999999999997	37.33	24.406999999999996	25.049	6.063	10.753	10.48	3.295	24.47	39.38	27.319000000000003	28.048000000000002	6.403	11.07	10.815999999999999	1.885	23.726	40.086	25.796	24.005	6.763	13.412	11.39	2.522	11.205	10.674000000000001	8.645	10.764000000000001	9.096	10.379000000000001	8.861	2.524	10.362	10.312000000000001	9.667	9.955	9.416	10.932	8.792	0.9570000000000001	9.572000000000001	9.4	8.921	8.311	7.276	9.27	7.315
20.17276	2.0140000000000002	22.930999999999997	38.076	24.912	25.636	6.4110000000000005	10.908	10.251	3.48	24.674	39.688	27.085	28.278000000000002	6.396	11.225	10.588	1.77	23.848000000000003	40.721	25.999000000000002	24.921	7.275	13.095	11.052	2.4330000000000003	11.414000000000001	10.747	8.719	10.782	9.306000000000001	10.862	9.016	2.353	10.352	9.482000000000001	9.767000000000001	10.11	9.161	11.004000000000001	8.673	0.8690000000000001	9.645	9.091000000000001	8.939	8.385	7.46	9.097000000000001	7.334
20.33935	2.06	23.21	37.8	24.971999999999998	25.886	6.154	10.894	9.745	3.306	24.679000000000002	40.012	27.28	27.926	6.357	11.402000000000001	10.875	1.952	24.318	40.607	25.839000000000002	24.57	6.935	13.235	11.147	2.615	11.317	10.322000000000001	8.843	10.823	9.211	10.52	9.166	2.6719999999999997	10.447000000000001	9.851	10.163	9.85	8.846	10.99	9.014	1.025	9.357000000000001	8.995	9.062999999999999	8.371	7.529	9.219	7.485
20.50603	3.429	23.108	37.865	25.061	25.375	6.267	10.899000000000001	9.641	3.637	24.659000000000002	40.05	27.069000000000003	28.616999999999997	6.5520000000000005	11.024000000000001	10.716	1.982	24.243000000000002	40.289	25.929000000000002	25.37	7.021	12.833	11.125	2.8369999999999997	11.103	10.081	8.874	10.773	9.324	10.606	9.28	2.839	10.534	10.184	10.168	10.155	9.068999999999999	10.995	9.155	1.055	9.607999999999999	9.218	9.149	8.402999999999999	7.506	9.224	7.735
20.67276	2.427	23.320999999999998	38.387	25.055999999999997	25.643	6.524	10.995	10.037	3.647	24.845	40.655	27.666999999999998	28.615	6.4	11.065	10.892999999999999	1.9909999999999999	24.129	40.759	26.171	25.502	7.087999999999999	13.075999999999999	10.92	2.929	11.282	10.232000000000001	9.215	10.924000000000001	9.31	10.784	9.622	2.602	10.630999999999998	9.979	9.936	10.279000000000002	9.193	10.763	9.088	1.063	9.649	8.74	9.163	8.334	7.683	9.265	7.747999999999999
20.83936	2.1719999999999997	23.272	38.575	25.307	26.166999999999998	6.568	10.981	10.16	3.719	25.151	40.624	27.807	28.836	6.443	10.722999999999999	10.798	2.146	24.351999999999997	41.108999999999995	26.011	25.726	7.021	12.751	10.824000000000002	2.8369999999999997	11.24	9.808	9.421	10.773	9.57	10.661	9.581	2.7289999999999996	10.452	10.102	10.25	10.101	9.179	10.857999999999999	9.318999999999999	1.109	9.69	8.754	9.204	8.321	7.807	9.333	7.899
21.00601	2.944	23.56	38.923	25.596	26.429000000000002	7.1770000000000005	10.744000000000002	10.005	3.917	24.838	41.163999999999994	27.468000000000004	29.125999999999998	6.341	10.705	10.561	2.289	24.668000000000003	41.568000000000005	26.491	26.315	7.002000000000001	12.904000000000002	10.395999999999999	2.761	11.523	9.817	9.347999999999999	10.618	9.634	10.862	9.59	2.9819999999999998	10.187999999999999	10.111	10.15	9.919	9.407	11.004000000000001	9.275	1.115	9.562999999999999	8.652999999999999	9.076	8.494	7.9239999999999995	9.097000000000001	7.881
21.1727	2.455	23.403000000000002	38.605	25.33	26.573	6.742999999999999	10.885	10.447000000000001	3.975	25.173000000000002	41.31100000000001	27.749000000000002	29.544	6.482	11.229000000000001	10.374	2.319	24.756999999999998	41.68899999999999	26.444000000000003	25.748	6.595	12.665999999999999	10.702	2.792	11.419	9.986	9.27	10.677999999999999	9.748	10.702	9.622	2.821	10.357000000000001	10.061	10.482999999999999	10.087	9.411	10.927	9.526	1.2	9.376	8.685	9.381	8.334	7.847	9.101	8.158999999999999
21.3393	3.029	23.730999999999998	39.18	25.33	27.011	7.098	10.802999999999999	10.255999999999998	3.8110000000000004	25.255	41.393	28.104	29.298000000000002	6.4	11.12	10.401	2.292	24.593000000000004	41.68899999999999	26.773000000000003	26.159000000000002	6.8420000000000005	12.665999999999999	10.290999999999999	2.9560000000000004	11.173	9.849	9.707	10.623	9.748	10.62	9.95	3.013	10.713	10.198	10.51	9.923	9.521	11.091	9.526	1.364	9.54	9.013	9.491	8.334	8.011000000000001	9.32	8.241
21.50607	2.907	23.784000000000002	39.576	25.573	27.088	7.001	11.14	10.456	4.044	25.307	41.678999999999995	27.826	29.675	6.3839999999999995	10.773	10.137	2.307	24.673000000000002	41.864	26.495	26.155	6.497999999999999	12.279000000000002	10.109	3.352	11.425999999999998	10.131	9.772	10.686	9.921	10.437999999999999	9.849	3.218	10.939	10.043	10.409	10.26	9.638	10.935	9.588	1.27	9.467	8.64	9.636000000000001	8.645	8.24	9.329	8.55
21.67269	2.6060000000000003	24.03	39.795	25.71	27.061	6.919	11.058	10.401	4.126	25.471	41.597	27.99	29.374000000000002	6.275	10.855	9.863999999999999	2.3890000000000002	24.809	42.137	26.741	26.784000000000002	6.525	12.634	10.027000000000001	3.161	11.344000000000001	10.076	9.854	10.987	10.003	10.683	9.904	2.89	10.529000000000002	10.097000000000001	10.491	9.987	10.021	11.154000000000002	9.806000000000001	1.3519999999999999	9.603	8.504	9.445	8.481	8.322000000000001	9.465	8.55
21.83942	4.2010000000000005	24.134	40.044000000000004	25.814	27.194000000000003	6.849	11.099	10.443	4.3	25.767	41.711000000000006	28.233	30.11	6.204	11.061	9.877	2.6439999999999997	25.133000000000003	42.251999999999995	26.874000000000002	26.67	6.6739999999999995	11.892000000000001	10.15	3.089	11.605	10.583	10.004	10.782	9.988999999999999	10.834000000000001	9.918	2.9819999999999998	10.626	10.193	10.478	10.356	9.817	11.442	9.767000000000001	1.361	9.535	8.817	9.623	8.302999999999999	8.499	9.261000000000001	8.701
22.00604	2.783	24.005	39.754	25.849	27.475	7.016	10.831	10.174	4.166	25.775	42.596000000000004	28.104	29.872	6.181	10.956	9.8	2.62	24.866999999999997	42.836999999999996	26.936999999999998	27.198	6.1579999999999995	12.009	9.745	3.175	11.419	10.095	9.68	11.115	10.158	10.839	10.224	2.931	10.713	10.28	10.755999999999998	9.951	9.904	11.283	9.908	1.501	9.376	8.685	9.901	8.225	8.421	9.511000000000001	8.623
22.17281	3.093	24.191	40.222	25.954	27.881999999999998	6.919	10.899000000000001	10.38	4.177	25.825	42.053999999999995	28.129	29.761	5.946000000000001	11.052	9.238	2.8760000000000003	25.245	43.199	26.551	27.084	6.224	12.279000000000002	10.305	3.185	11.708	10.493	9.94	10.937999999999999	10.199	10.853	10.156	2.9130000000000003	10.454	10.294	10.689	10.101	9.836	11.133	10.115	1.3730000000000002	9.581	8.424	9.669	8.402000000000001	8.488999999999999	9.498	9.048
22.3395	3.005	24.094	40.147	26.021	28.221999999999998	6.692	10.917	10.288	4.225	25.892	42.607	27.839000000000002	30.236	5.61	10.714	9.613	2.623	25.039	42.821000000000005	27.026999999999997	27.014	5.861000000000001	12.674000000000001	9.804	3.2060000000000004	11.534	10.155	10.122	10.929	10.245	10.789000000000001	10.365	3.071	10.607999999999999	10.530999999999999	10.734000000000002	10.119	9.826	11.288	10.105	1.449	9.572000000000001	8.99	9.796	8.339	8.507	9.571	9.038
22.5062	2.992	24.584	40.488	25.909000000000002	28.353	6.732	11.254000000000001	10.624	4.129	25.862	42.56399999999999	28.408	30.776	5.404	10.86	9.677	2.8569999999999998	25.364	43.05	27.404	27.721	5.846	11.959000000000001	9.977	3.3289999999999997	11.677	10.136000000000001	10.158999999999999	10.745999999999999	10.5	11.071	10.1	3.167	10.917	10.293	10.742	9.991	9.971	11.186	10.085	1.7380000000000002	9.526	8.672	9.942	8.485	8.654	9.306000000000001	9.102
22.6728	3.0869999999999997	24.395	40.775999999999996	25.994	28.058000000000003	7.294	11.190999999999999	10.644	4.06	25.865	42.853	28.576999999999998	30.482	5.364	10.878	9.448	2.9789999999999996	25.558000000000003	43.20399999999999	27.381999999999998	27.506	5.587000000000001	12.099	10.405999999999999	3.2880000000000003	11.534	10.427999999999999	10.204	10.929	10.491	10.870999999999999	10.529000000000002	3.235	10.964	10.777000000000001	11.062000000000001	10.255999999999998	10.127	11.342	10.324000000000002	1.6680000000000001	9.736	8.908	9.824	8.421	8.972000000000001	9.434	9.283999999999999
22.83953	3.1510000000000002	24.526999999999997	40.753	26.016	28.0	6.348	11.177	10.384	4.235	26.079	43.132	28.026999999999997	30.618000000000002	5.375	11.002	9.407	2.9610000000000003	25.39	43.621	27.296999999999997	28.461	5.544	11.849	10.146	3.38	11.686	10.415	10.218	11.107000000000001	10.423	11.05	10.544	3.08	10.869000000000002	10.408	10.94	10.133	10.251	11.357000000000001	10.175	1.786	9.805	8.757	9.837	8.407	8.904	9.366	9.299
23.00616	3.1430000000000002	24.682	40.898	26.171999999999997	28.624000000000002	6.397	11.616	10.386	4.118	26.125	42.924	28.158	30.476999999999997	5.206	11.331	9.568999999999999	2.926	25.627	43.716	27.538	28.099	5.209	12.06	10.173	3.4560000000000004	11.387	10.607999999999999	10.3	10.889000000000001	10.642999999999999	10.887	10.600999999999999	3.21	10.57	10.600999999999999	11.024000000000001	10.216000000000001	10.5	11.249	10.232999999999999	1.722	9.779	8.783	9.838	8.379	9.012	9.558	9.245
23.17296	3.4960000000000004	24.592	40.476	26.191	28.479	6.3660000000000005	11.145	10.847000000000001	4.033	26.336	43.105	28.479	31.125999999999998	5.065	11.189	9.346	2.978	25.866	43.705	27.092	28.666	5.069	12.244000000000002	10.415	3.4530000000000003	11.41	10.302	10.378	11.130999999999998	10.638	11.074000000000002	10.485999999999999	3.042	10.757	10.732999999999999	11.102	10.075	10.357999999999999	11.244000000000002	10.556	1.719	9.829	8.888	9.916	8.676	9.008	9.443999999999999	9.405
23.33954	3.24	25.116999999999997	40.883	26.333000000000002	28.345	6.273	11.296	10.722000000000001	4.077	26.230999999999998	43.318000000000005	27.961	31.1	4.78	11.175	9.333	2.995	25.596999999999998	44.163000000000004	27.478	28.723000000000003	5.113	12.604000000000001	10.237	3.2230000000000003	11.559000000000001	10.206	10.390999999999998	10.815999999999999	10.952	10.812999999999999	10.8	3.005	10.879000000000001	10.5	11.169	10.033	10.261	11.148	10.349	1.765	9.568	9.04	10.148	8.361	9.186	9.43	9.336
23.50619	3.322	24.816	41.211999999999996	26.059	29.275	5.999	11.186	10.995999999999999	3.995	26.340999999999998	43.592	28.235	31.456	4.862	11.011	9.579	3.159	25.733	43.917	27.259	28.805999999999997	5.195	12.22	10.565999999999999	3.2230000000000003	11.640999999999998	10.507	10.446	10.952	10.843	11.140999999999998	10.663	3.0869999999999997	10.825	10.664000000000001	11.032	10.033	10.508	11.449000000000002	10.431	1.9569999999999999	9.596	8.93	10.093	8.334	9.104	9.43	9.336
23.67293	3.486	24.898000000000003	41.54	26.386999999999997	29.303	6.465	11.597000000000001	10.832	4.105	26.642	44.003	28.208000000000002	31.045	4.78	11.093	9.306000000000001	3.2960000000000003	25.733	44.246	27.67	28.750999999999998	5.222	12.357000000000001	10.017999999999999	3.387	11.477	10.753	10.638	11.117	10.925	11.032	10.8	3.197	10.879000000000001	10.745999999999999	11.087	10.115	10.644	11.530999999999999	10.705	2.011	9.76	8.93	10.011000000000001	8.252	9.35	9.54	9.555
23.8396	3.647	25.116	41.586999999999996	26.551	29.087	5.667999999999999	11.136	11.14	3.937	26.642	43.806999999999995	28.346999999999998	31.160999999999998	4.641	11.537	9.336	3.347	25.87	44.655	27.289	29.384	5.138	12.412	10.269	3.303	11.814	10.65	10.588	10.985999999999999	11.068	10.927999999999999	10.78	3.193	10.75	10.588	11.395999999999999	10.23	10.597000000000001	11.401	10.741	1.896	9.847999999999999	8.714	10.208	8.31	9.218	9.49	9.78
24.00627	3.715	25.304000000000002	41.463	26.246	29.465	5.599	11.2	10.655	4.088	26.665	44.201	28.862	31.4	4.544	11.107000000000001	9.565	3.252	25.701999999999998	44.608999999999995	27.585	29.433000000000003	5.124	12.052	10.607000000000001	3.3710000000000004	11.655999999999999	10.467	10.870999999999999	10.967	11.104000000000001	11.155999999999999	10.98	3.097	10.839	11.062000000000001	11.458	10.157	10.577	11.737	10.94	2.103	9.856	8.971	10.325999999999999	8.429	9.363999999999999	9.691	9.651
