	MG1655-1	IBUA8-3_1	phoU-1	cheR-1	rph-1	MG1655-2	IBUA8-3_2	phoU-2	cheR-2	rph-2	MG1655-3	IBUA8-3_3	phoU-3	cheR-3	rph-3
22.17377	0.799	30.541999999999998	1.486	0.973	0.775	1.065	32.381	1.8559999999999999	1.1340000000000001	0.774	1.588	31.534000000000002	1.7619999999999998	1.203	0.7090000000000001
22.34055	0.882	30.144000000000002	1.476	0.992	0.728	0.9840000000000001	32.248000000000005	1.777	1.087	0.99	1.804	30.049	1.7819999999999998	1.256	0.892
22.50718	0.805	30.958000000000002	1.494	1.045	0.715	1.071	31.482	1.764	1.14	0.9109999999999999	1.726	31.028000000000002	1.735	1.21	0.88
22.67392	0.9059999999999999	31.758000000000003	1.695	0.95	0.784	1.14	30.604	1.8	1.275	0.98	1.992	31.467	1.936	1.147	1.015
22.84052	0.8540000000000001	30.237	1.536	1.0590000000000002	0.6970000000000001	0.9540000000000001	32.108000000000004	1.8430000000000002	1.22	0.893	1.806	30.21	2.011	1.3880000000000001	0.96
23.00715	0.961	30.17	1.547	0.97	0.87	1.0290000000000001	32.732	1.952	1.1640000000000001	1.067	1.6840000000000002	32.247	1.956	1.2329999999999999	1.068
23.17387	0.9059999999999999	29.915	1.761	1.147	0.784	0.975	32.808	2.096	1.176	0.914	1.696	33.474000000000004	1.936	1.345	1.015
23.3405	1.045	30.709	1.626	1.02	0.855	1.113	31.299	1.87	1.345	0.887	1.8	31.569000000000003	2.07	1.315	0.888
23.50726	0.9520000000000001	30.401999999999997	1.568	1.0590000000000002	0.6970000000000001	1.119	31.811999999999998	1.745	1.22	0.9590000000000001	1.8719999999999999	30.605	1.945	1.2229999999999999	1.058
23.67398	0.889	31.201	1.5719999999999998	1.062	0.8640000000000001	1.056	30.476	1.847	1.5190000000000001	0.995	1.9080000000000001	31.995	2.0140000000000002	1.5219999999999998	0.996
23.8406	0.98	31.103	1.56	1.053	0.855	1.2109999999999999	31.134	1.936	1.247	1.051	1.899	30.256	2.004	1.315	0.987
24.00731	1.167	31.747	1.6580000000000001	1.177	0.715	1.137	31.021	1.994	1.272	1.0759999999999998	2.187	29.976	2.031	1.2429999999999999	1.012
24.17387	1.045	31.366	1.659	1.1179999999999999	0.888	1.113	32.415	2.0340000000000003	1.214	1.15	1.964	30.781	2.366	1.48	1.085
24.34074	1.092	31.715	1.679	1.068	0.903	1.325	31.253	2.05	1.262	1.067	1.98	32.444	2.3169999999999997	1.43	1.167
24.50722	1.2	30.3	1.757	1.2429999999999999	1.077	1.235	32.6	2.06	1.469	1.175	2.187	31.325	2.426	1.605	1.209
24.67399	1.101	32.044000000000004	1.6580000000000001	1.2429999999999999	0.9129999999999999	1.235	31.811	2.06	1.436	1.109	2.055	31.95	2.229	1.4069999999999998	1.209
24.84073	1.1909999999999998	31.616999999999997	1.778	1.167	0.9690000000000001	1.2590000000000001	31.581	2.248	1.361	1.3619999999999999	2.046	31.885	2.383	1.43	1.265
25.00741	1.2	30.695	1.757	1.177	0.9129999999999999	1.466	32.107	1.994	1.37	1.175	2.088	30.272	2.3930000000000002	1.506	1.341
25.17406	1.2109999999999999	31.725	1.7069999999999999	1.157	1.024	1.379	32.314	2.0069999999999997	1.449	1.121	2.1	32.058	2.3409999999999997	1.5519999999999998	1.189
25.34081	1.203	31.691999999999997	1.892	1.18	1.015	1.469	32.315	2.162	1.374	1.375	2.157	31.072	2.496	1.5090000000000001	1.278
25.50753	1.2	30.859	1.79	1.275	0.9790000000000001	1.367	31.482	1.994	1.469	1.306	2.285	30.634	2.525	1.703	1.209
25.67406	1.194	31.627	1.65	1.2690000000000001	1.005	1.624	31.099	2.086	1.331	1.2670000000000001	2.279	31.304000000000002	2.5839999999999996	1.6969999999999998	1.334
25.84073	1.268	30.276999999999997	1.761	1.246	1.015	1.436	32.117	2.162	1.439	1.276	2.354	31.072	2.496	1.5090000000000001	1.179
26.00747	1.161	30.476	1.7819999999999998	1.236	1.104	1.328	31.493000000000002	2.185	1.43	1.3	2.279	31.337	2.419	1.795	1.203
26.1742	1.26	31.956	1.847	1.368	1.071	1.591	32.743	2.35	1.463	1.3	2.378	31.041	2.617	1.729	1.433
26.34082	1.382	31.101999999999997	1.6380000000000001	1.391	1.094	1.3519999999999999	30.574	2.175	1.5519999999999998	1.258	2.3680000000000003	29.629	2.6719999999999997	1.719	1.325
26.50756	1.2570000000000001	30.729	1.942	1.331	1.002	1.588	33.061	2.248	1.525	1.4609999999999999	2.44	31.819000000000003	2.679	1.726	1.43
26.67423	1.3880000000000001	32.306999999999995	1.975	1.364	1.101	1.325	31.68	2.28	1.525	1.4609999999999999	2.276	30.636	2.613	1.6269999999999998	1.199
26.84092	1.29	31.255	1.876	1.2329999999999999	1.068	1.5219999999999998	31.976	2.083	1.525	1.56	2.374	30.833000000000002	2.7769999999999997	1.693	1.43
27.00749	1.341	32.089	1.758	1.348	1.15	1.605	32.218	2.0669999999999997	1.641	1.5759999999999998	2.556	31.076999999999998	2.661	1.611	1.61
27.17415	1.544	31.42	1.93	1.355	1.157	1.71	31.845	2.468	1.5490000000000002	1.3530000000000002	2.463	30.309	2.701	1.683	1.453
27.34091	1.454	30.565	2.041	1.5619999999999998	1.199	1.719	32.074	2.379	1.624	1.494	2.539	32.148	2.8760000000000003	1.496	1.364
27.50762	1.547	32.614000000000004	1.868	1.456	1.193	1.5819999999999999	32.907	2.241	1.65	1.5859999999999999	2.565	33.605	2.803	1.8840000000000001	1.5219999999999998
27.67425	1.436	31.552	1.819	1.476	1.147	1.766	32.207	2.425	1.605	1.475	2.421	31.362	2.7889999999999997	1.706	1.5090000000000001
27.84092	1.5530000000000002	32.537	2.041	1.3969999999999998	1.166	1.785	32.042	2.248	1.6569999999999998	1.6580000000000001	2.572	30.504	2.8760000000000003	1.989	1.462
28.00769	1.577	31.092	2.225	1.5519999999999998	1.288	1.874	31.944000000000003	2.271	1.6469999999999998	1.55	2.759	31.393	2.865	1.88	1.716
28.17429	1.577	32.176	1.963	1.65	1.157	1.9069999999999998	32.897	2.369	1.713	1.5830000000000002	2.661	30.309	2.898	1.979	1.518
28.34097	1.58	30.807	2.032	1.456	1.357	1.7790000000000001	31.954	2.471	1.65	1.5859999999999999	2.762	32.061	2.967	1.982	1.653
28.50769	1.5619999999999998	32.253	2.008	1.568	1.239	1.7930000000000001	32.153	2.517	1.795	1.534	2.71	29.666999999999998	3.0439999999999996	1.962	1.535
28.67447	1.571	31.956999999999997	2.1519999999999997	1.545	1.183	1.9669999999999999	32.481	2.231	1.641	1.7730000000000001	2.753	30.090999999999998	3.1860000000000004	2.005	1.709
28.8411	1.4780000000000002	31.88	2.061	1.683	1.452	1.8090000000000002	32.207	2.435	1.746	1.7469999999999999	2.923	31.195999999999998	2.865	2.11	1.617
29.00778	1.849	32.504	2.238	1.693	1.396	1.9169999999999998	34.113	2.544	1.854	1.56	2.9330000000000003	32.378	3.1060000000000003	1.891	1.6269999999999998
29.17444	1.636	31.892	1.922	1.6440000000000001	1.446	1.999	33.499	2.461	1.739	1.7730000000000001	2.8510000000000004	32.719	3.154	2.0709999999999997	1.61
29.34118	1.774	31.913	2.127	1.486	1.485	2.006	32.404	2.435	1.746	1.681	3.219	32.51	3.26	2.012	1.617
29.50792	1.645	31.398000000000003	2.032	1.7519999999999998	1.357	2.009	34.978	2.34	1.848	1.7830000000000001	3.0580000000000003	32.225	3.0660000000000003	2.081	1.62
29.67455	1.8840000000000001	32.022	2.242	1.6640000000000001	1.4980000000000002	1.986	33.729	2.5469999999999997	1.956	1.892	2.97	33.178000000000004	3.2739999999999996	2.0909999999999997	1.729
29.84115	1.735	33.074	2.1519999999999997	1.6440000000000001	1.38	2.0980000000000003	33.302	2.428	1.903	1.7730000000000001	3.147	33.802	3.252	2.0709999999999997	1.61
30.00784	1.786	32.713	2.1430000000000002	1.795	1.4980000000000002	2.084	34.321	2.5469999999999997	2.055	1.892	3.266	33.047	3.2089999999999996	2.0909999999999997	1.827
30.17452	1.969	33.701	2.201	1.7819999999999998	1.518	2.104	32.15	2.765	1.943	1.912	3.088	33.046	3.2310000000000003	2.013	1.65
30.34138	1.858	34.149	2.086	1.868	1.3730000000000002	2.0909999999999997	35.166	2.488	2.028	1.8659999999999999	3.174	33.858000000000004	3.1830000000000003	2.0980000000000003	1.768
30.50786	1.801	32.01	2.164	1.8119999999999998	1.515	2.133	32.929	2.5639999999999996	1.841	2.073	3.1510000000000002	33.134	3.128	2.141	1.943
30.67447	1.881	31.945	2.1390000000000002	1.858	1.561	2.081	34.409	2.675	2.0180000000000002	2.086	3.2289999999999996	34.285	3.073	2.219	1.758
30.84127	1.956	33.260999999999996	2.1519999999999997	1.901	1.472	2.222	33.586999999999996	2.7510000000000003	1.93	1.8980000000000001	3.042	33.891	3.315	2.3280000000000003	2.032
31.008	1.867	33.195	2.197	1.8119999999999998	1.614	2.133	34.279	2.465	2.137	1.875	3.25	32.805	3.194	2.405	1.778
31.1747	1.8940000000000001	34.128	2.09	1.9040000000000001	1.673	2.226	34.191	2.886	2.032	2.0	3.4730000000000003	32.717	3.417	2.332	1.936
31.34136	2.082	35.211999999999996	2.5380000000000003	1.992	1.597	2.314	33.828	2.7439999999999998	1.923	2.155	3.233	32.849000000000004	3.472	2.289	2.123
31.50808	1.9469999999999998	33.228	2.435	1.989	1.659	2.311	33.521	2.7739999999999996	1.953	1.9869999999999999	3.525	33.562	3.2710000000000004	2.318	2.021
31.67464	1.9380000000000002	34.968	2.16	1.979	1.682	2.17	33.521	2.8289999999999997	2.041	2.174	3.515	34.086999999999996	3.49	2.176	1.946
31.84137	2.069	34.147	2.16	2.1430000000000002	1.781	2.367	35.393	2.763	2.239	2.076	3.8760000000000003	32.214	3.391	2.275	2.1430000000000002
32.00803	1.9469999999999998	33.721	2.271	1.858	1.659	2.18	34.639	2.839	2.0180000000000002	2.1519999999999997	3.6239999999999997	33.233000000000004	3.665	2.318	2.021
32.17468	2.177	33.425	2.468	2.055	1.692	2.278	33.159	2.7739999999999996	2.117	2.086	3.525	33.167	3.2710000000000004	2.285	1.956
32.34138	2.0909999999999997	33.568000000000005	2.287	1.9040000000000001	1.673	2.423	34.158	2.6889999999999996	2.262	2.165	3.835	34.33	3.713	2.431	2.134
32.508	1.98	33.918	2.238	2.153	1.692	2.311	33.422	2.839	2.2159999999999997	2.25	3.985	33.43	3.468	2.318	2.219
32.67482	2.148	33.14	2.439	2.0580000000000003	1.761	2.314	34.552	2.58	2.318	2.352	3.825	32.882	3.5039999999999996	2.289	2.156
32.84156	2.148	33.6	2.472	1.992	1.761	2.4130000000000003	35.407	2.678	2.219	2.484	3.7260000000000004	34.888000000000005	3.6689999999999996	2.42	2.255
33.00817	2.135	33.457	2.521	2.176	1.65	2.499	33.291	2.763	2.206	2.273	4.073	33.2	3.588	2.373	2.044
33.17474	2.237	33.6	2.427	2.081	1.85	2.502	33.729	2.767	2.242	2.342	3.8139999999999996	32.258	3.362	2.475	2.245
33.34152	2.144	33.819	2.271	2.055	1.955	2.476	34.047	2.741	2.4459999999999997	2.1519999999999997	3.92	35.37	3.665	2.417	2.12
33.5082	2.289	33.14	2.353	2.167	1.804	2.522	34.092	2.853	2.3609999999999998	2.362	4.0	33.507	3.713	2.431	2.331
33.67474	2.483	34.116	2.645	2.0980000000000003	1.966	2.617	34.147	2.7510000000000003	2.423	2.195	3.9960000000000004	35.141	3.512	2.394	2.262
33.84146	2.345	34.423	2.439	2.19	2.057	2.512	35.012	2.8760000000000003	2.252	2.254	3.825	34.23	3.8	2.42	2.354
34.00817	2.342	34.904	2.435	2.153	1.9880000000000002	2.508	35.001	2.971	2.2159999999999997	2.447	4.183	35.403	3.862	2.778	2.613
34.17486	2.549	35.367	2.3819999999999997	2.164	2.064	2.5839999999999996	34.344	2.9810000000000003	2.226	2.458	4.029	34.648	3.8080000000000003	2.7230000000000003	2.459
34.34156	2.326	32.975	2.414	2.169	1.8730000000000002	2.6889999999999996	34.287	2.855	2.2969999999999997	2.365	4.197	32.981	3.975	2.498	2.3
34.5082	2.415	33.336	2.336	2.2569999999999997	1.9609999999999999	2.745	34.45	2.943	2.222	2.551	4.154	34.786	3.865	2.553	2.487
34.67496	2.351	33.524	2.448	2.295	1.9980000000000002	2.782	35.43	2.883	2.456	2.556	4.325	34.417	3.611	2.888	2.459
34.84169	2.467	34.29	2.6239999999999997	2.541	2.08	2.699	36.161	2.931	2.505	2.572	4.471	32.817	3.658	2.705	2.4090000000000003
35.00826	2.448	35.305	2.5	2.1590000000000003	2.06	2.7769999999999997	34.319	2.7460000000000004	2.517	2.354	4.482	34.721	3.963	2.6839999999999997	2.421
35.17509	2.608	34.324	2.374	2.354	2.2880000000000003	2.7089999999999996	36.558	2.9419999999999997	2.548	2.681	4.515	35.809	3.866	2.617	2.5180000000000002
35.34167	2.661	34.18	2.521	2.373	2.175	2.86	34.868	2.8289999999999997	2.6	2.667	4.599	35.566	3.752	2.57	2.438
35.50836	2.45	36.518	2.448	2.394	2.1630000000000003	3.176	30.691999999999997	2.9810000000000003	2.654	2.655	4.391	32.476	3.907	2.888	2.525
35.67502	2.562	33.983000000000004	2.521	2.34	2.142	2.7939999999999996	27.804000000000002	2.8289999999999997	2.5340000000000003	2.47	4.566	29.849	3.752	2.866	2.504
35.8418	2.589	33.829	2.447	2.366	2.168	3.1489999999999996	26.241	2.822	2.6919999999999997	2.562	4.592	25.954	3.9419999999999997	2.596	2.727
36.0084	2.5980000000000003	32.580999999999996	2.525	2.377	2.146	2.8960000000000004	23.541999999999998	2.865	2.5380000000000003	2.7689999999999997	4.8660000000000005	24.897	3.7889999999999997	2.7710000000000004	2.705
36.17511	2.713	29.28	2.7439999999999998	2.559	2.262	3.0780000000000003	24.638	3.0469999999999997	2.654	2.853	4.7860000000000005	24.448	4.17	3.052	2.821
36.34167	2.654	26.999000000000002	2.611	2.432	2.267	3.05	23.319000000000003	2.9539999999999997	2.593	2.759	4.953	24.772	4.04	2.76	2.53
36.50848	2.6839999999999997	24.822	2.6069999999999998	2.56	2.362	3.08	23.605999999999998	3.016	2.622	2.6239999999999997	4.752	22.726999999999997	4.0360000000000005	2.7569999999999997	2.625
36.67513	2.6510000000000002	23.279	2.738	2.461	2.428	2.948	22.49	3.016	2.787	2.722	4.883	22.53	3.971	3.1180000000000003	2.6910000000000003
36.84178	2.694	23.7	2.62	2.472	2.372	2.991	22.219	3.0589999999999997	2.698	2.766	4.895	22.72	3.9819999999999998	3.227	2.635
37.00855	2.9930000000000003	22.92	2.46	2.574	2.2769999999999997	3.3560000000000003	21.932	3.03	2.735	2.7689999999999997	5.194	23.057	4.348	2.968	2.738
37.17519	2.7689999999999997	21.885	2.665	2.647	2.481	2.969	22.08	2.971	2.84	2.9410000000000003	5.103	23.14	4.158	3.074	2.613
37.34187	2.792	21.663	2.455	2.833	2.438	2.991	22.121	2.862	2.7969999999999997	2.766	5.19	22.26	4.048	3.03	2.8
37.50853	2.795	21.671	2.525	2.8369999999999997	2.4419999999999997	3.1919999999999997	21.669	3.063	2.801	2.835	5.063	21.677	4.413	2.968	2.803
37.67526	2.802	21.885	2.6319999999999997	2.647	2.481	3.1	21.85	2.872	2.8080000000000003	3.138	5.103	23.171999999999997	3.9610000000000003	2.943	2.6460000000000004
37.84184	2.98	22.215	2.583	2.792	2.594	3.279	21.916	3.0839999999999996	2.822	2.8560000000000003	5.086	23.009	4.1080000000000005	3.155	3.055
38.00869	2.8810000000000002	21.359	2.682	2.661	2.792	3.377	21.323	3.182	2.7560000000000002	2.988	5.382000000000001	22.121	4.1080000000000005	3.056	2.923
38.17533	3.176	20.948	2.804	2.658	2.625	3.2439999999999998	21.406	2.95	2.885	3.051	5.441	22.629	4.069	3.052	2.7889999999999997
38.34207	2.9010000000000002	21.194000000000003	2.764	2.745	2.481	3.1660000000000004	21.093000000000004	2.971	2.9389999999999996	2.9730000000000003	5.465	21.923000000000002	4.06	3.2710000000000004	2.7119999999999997
38.50866	2.9930000000000003	21.276999999999997	2.7230000000000003	2.738	2.8360000000000003	3.3560000000000003	20.945999999999998	3.03	3.031	3.065	5.621	20.888	4.183	3.165	3.033
38.67531	2.966	20.701	2.764	2.745	2.679	3.199	22.178	3.168	2.9389999999999996	2.9410000000000003	5.859	21.2	4.158	3.238	3.0410000000000004
38.84195	3.0380000000000003	20.636999999999997	2.6319999999999997	2.8480000000000003	2.65	3.3680000000000003	22.374000000000002	3.009	2.911	3.011	5.598	21.857	4.029	3.045	3.077
39.00868	2.9789999999999996	20.357	2.935	2.625	2.7230000000000003	3.2769999999999997	21.439	3.147	2.819	3.248	5.704	21.349	4.069	3.1510000000000002	3.216
39.17534	3.137	20.473	2.7960000000000003	2.9130000000000003	2.617	3.4339999999999997	21.784000000000002	3.1069999999999998	3.009	3.043	5.696000000000001	21.529	4.127	3.5039999999999996	3.012
39.34209	3.272	22.305	2.842	2.69	2.8539999999999996	3.505	22.006	3.08	3.048	3.05	5.74	22.474	4.104	3.3480000000000003	3.051
39.50875	3.108	21.153000000000002	2.7439999999999998	2.7560000000000002	2.8539999999999996	3.3739999999999997	20.789	3.245	3.048	3.346	6.365	21.849	4.367	3.282	3.315
39.67547	3.245	21.482	2.6439999999999997	2.957	2.858	3.247	21.217	2.9539999999999997	3.0860000000000003	2.9560000000000004	6.2010000000000005	22.636999999999997	4.303	3.154	3.1210000000000004
39.842	3.2319999999999998	20.826	2.627	2.91	2.844	3.529	21.316	3.235	2.9730000000000003	3.2039999999999997	5.987	21.750999999999998	4.2219999999999995	3.238	3.205
40.00875	3.387	20.389	2.821	3.0669999999999997	2.9339999999999997	3.553	21.669	3.325	3.326	3.262	6.443	22.564	4.183	3.33	3.1319999999999997
40.1755	3.4530000000000003	21.178	2.755	2.968	2.8360000000000003	3.5860000000000003	20.65	3.26	3.1289999999999996	3.262	6.343999999999999	21.971999999999998	4.15	3.33	3.2960000000000003
40.34211	3.384	20.677	2.8169999999999997	2.964	3.029	3.648	20.872	3.2230000000000003	3.093	3.2260000000000004	6.242000000000001	21.011	4.178999999999999	3.523	3.095
40.50885	3.3939999999999997	20.636	2.764	2.975	2.975	3.659	20.469	3.135	3.136	3.3680000000000003	6.517	20.936999999999998	4.553	3.37	3.3360000000000003
40.67558	3.4419999999999997	21.449	2.6439999999999997	2.76	2.858	3.543	21.447	3.0189999999999997	3.217	3.12	6.43	21.291	4.138999999999999	3.319	3.187
40.8421	3.486	20.980999999999998	2.755	3.034	3.0660000000000003	3.488	20.289	3.325	3.031	3.525	6.837000000000001	21.381	4.315	3.034	3.3289999999999997
41.00887	3.639	20.267	2.8080000000000003	3.1210000000000004	3.055	3.773	20.758000000000003	3.1510000000000002	3.3810000000000002	3.35	6.792000000000001	21.586	4.303	3.516	3.187
41.17554	3.4819999999999998	20.611	3.0469999999999997	3.1289999999999996	3.062	3.681	20.084	3.158	3.4210000000000003	3.324	6.702000000000001	21.866	4.245	3.425	3.424
41.34214	3.492	20.405	2.863	3.0410000000000004	3.04	3.8560000000000003	20.074	3.135	3.235	3.4339999999999997	7.207000000000001	21.331	4.454	3.7319999999999998	3.6
41.50899	3.4819999999999998	19.823	2.718	2.964	3.161	3.78	20.839000000000002	2.862	3.2239999999999998	3.4560000000000004	7.194	21.504	4.343999999999999	3.326	3.391
41.67566	3.657	20.142	2.764	3.14	3.1719999999999997	3.7910000000000004	20.896	3.07	3.301	3.3680000000000003	6.912000000000001	20.444000000000003	4.06	3.633	3.3360000000000003
41.84221	3.693	19.624000000000002	2.7680000000000002	3.176	3.241	3.761	20.082	3.237	3.304	3.437	6.949	21.339000000000002	4.36	3.5380000000000003	3.735
42.00896	3.9560000000000004	20.052	2.9330000000000003	3.242	3.241	3.86	20.805999999999997	3.1719999999999997	3.535	3.437	7.31	20.945	4.195	3.472	3.34
42.17563	3.591	19.616	2.863	3.2710000000000004	3.3360000000000003	4.152	20.008	3.365	3.301	3.467	7.372000000000001	20.509	4.257	3.765	3.5010000000000003
42.34237	3.843	20.316	2.915	3.227	3.391	3.977	20.544	3.2230000000000003	3.52	3.7510000000000003	7.5889999999999995	21.307	4.442	3.457	3.424
42.50906	3.636	20.456	2.738	3.052	3.38	3.9330000000000003	20.257	3.114	3.4760000000000004	3.74	7.444	20.987	4.398	3.512	3.38
42.6757	3.6460000000000004	19.199	2.8169999999999997	3.162	3.128	3.944	20.149	3.322	3.487	3.62	7.392	21.504	4.147	3.622	3.588
42.84237	3.975	20.808000000000003	2.915	3.26	3.391	4.141	20.281	3.322	3.487	3.653	7.5889999999999995	21.011	4.541	3.654	3.523
43.00914	3.946	20.685	2.821	3.33	3.395	3.8489999999999998	20.19	3.128	3.5239999999999996	3.6239999999999997	7.3629999999999995	21.677	4.183	3.56	3.592
43.17572	4.055	19.361	2.9330000000000003	3.1430000000000002	3.471	3.9589999999999996	20.180999999999997	3.237	3.6	3.536	7.869	20.287	4.458	3.867	3.702
43.34246	4.066	19.779	2.781	3.154	3.5810000000000004	3.8710000000000004	20.204	3.248	3.611	3.6460000000000004	7.784	20.87	4.207	3.648	3.845
43.50911	4.0	19.45	2.781	3.352	3.516	4.0680000000000005	20.336	3.347	3.6439999999999997	3.843	7.686	20.738000000000003	4.0089999999999995	3.549	3.647
43.67575	3.9530000000000003	19.518	2.863	3.4360000000000004	3.5989999999999998	4.383	20.107	3.168	3.728	3.73	8.161	20.936999999999998	4.421	3.929	3.895
43.84241	4.3469999999999995	20.044	2.928	3.37	3.698	3.889	20.304000000000002	3.431	3.597	3.8280000000000003	7.7989999999999995	20.246	4.454	3.863	3.928
44.00918	4.395	20.174	2.88	3.352	3.713	4.167	20.500999999999998	3.347	3.513	3.679	7.718	21.133000000000003	4.5360000000000005	3.648	4.042
44.17574	4.2589999999999995	19.739	2.7769999999999997	3.3810000000000002	3.512	4.361000000000001	19.999000000000002	3.3760000000000003	3.443	3.642	7.9110000000000005	21.158	4.367	3.677	3.71
44.34246	4.106	20.486	2.888	3.6889999999999996	3.918	4.405	20.154	3.3539999999999996	3.6189999999999998	4.0489999999999995	8.419	20.951999999999998	4.445	4.051	4.05
44.50919	4.205	20.355	2.888	3.557	3.721	3.977	19.759	3.2880000000000003	3.8160000000000003	3.884	8.583	20.59	4.478	3.853	3.82
