	MG1655-1	IBUA8-3_1	ilvH-1	ilvN-1	pykF_ilvH-1	pykF_ilvN-1	pykF-1	MG1655-2	IBUA8-3_2	ilvH-2	ilvN-2	pykF_ilvH-2	pykF_ilvN-2	pykF-2	MG1655-3	IBUA8-3_3	ilvH-3	ilvN-3	pykF_ilvH-3	pykF_ilvN-3	pykF-3
35.17377	11.556	31.844	12.672	6.917999999999999	30.57	31.875999999999998	31.851	10.224	33.071999999999996	13.492	7.865	27.619	29.638	33.361999999999995	10.720999999999998	32.431	9.902000000000001	8.621	28.71	32.019	30.49
35.34049	11.523	31.090999999999998	12.345	6.82	30.767	31.647	31.229	10.421	34.545	14.277999999999999	8.193	28.994	31.504	32.085	11.114	32.266999999999996	10.294	8.916	28.449	30.644000000000002	31.309
35.50725	11.843	31.961	12.469000000000001	7.405	30.135	31.473000000000003	31.12	10.414000000000001	34.597	13.485	8.286	28.166	31.494	32.304	11.106	31.011	10.387	8.943	28.995	30.535	30.61
35.67392	11.81	31.961	12.633	7.405	30.331	30.982	32.135	10.347999999999999	35.088	13.878	8.548	28.886	32.28	32.958	11.04	28.785	10.583	9.237	28.209	31.451999999999998	30.511999999999997
35.8405	11.821	32.478	13.007	7.979	31.021	32.423	31.09	10.622	33.117	13.956	8.663	28.136	30.188000000000002	32.37	11.18	26.459	10.467	9.677999999999999	28.179000000000002	30.831	30.872
36.00716	11.904000000000002	32.844	12.700999999999999	7.97	31.883000000000003	31.814	29.500999999999998	10.379000000000001	35.15	14.433	9.142999999999999	27.855	31.28	32.643	11.360999999999999	24.572	11.044	9.307	29.433000000000003	30.973000000000003	30.229
36.17392	11.850999999999999	33.317	12.377	8.031	31.421	31.647	30.443	10.748	34.054	14.409	9.175	28.503	31.111	32.314	11.440999999999999	24.28	10.687000000000001	9.898	28.971999999999998	31.43	30.096999999999998
36.34056	11.852	29.944000000000003	13.05	8.557	29.721999999999998	31.741999999999997	31.814	10.526	31.366	14.220999999999998	9.27	28.962	31.275	31.003	10.914000000000001	23.546	10.610999999999999	9.527000000000001	28.576999999999998	31.616999999999997	31.459
36.50725	11.98	26.336	12.780999999999999	8.544	30.839000000000002	32.175	32.15	10.75	27.89	14.412	9.389	28.675	30.726999999999997	31.795	10.978	22.447	10.927999999999999	9.779	28.421999999999997	31.464000000000002	31.308000000000003
36.67403	12.437000000000001	24.67	12.814	9.132	30.872	32.698	31.235	10.489	25.636	14.902000000000001	9.52	28.283	31.609	32.677	10.945	22.349	10.863	9.877	28.618000000000002	32.15	30.034000000000002
36.84068	12.187999999999999	23.416999999999998	13.163	9.097000000000001	30.899	32.07	31.945999999999998	10.538	24.936	14.755	9.743	28.703000000000003	31.44	33.580999999999996	11.38	21.816999999999997	11.05	10.13	28.839000000000002	31.389	29.926
37.00739	12.499	23.265	13.15	9.217	30.358	32.375	32.61	11.078	23.708000000000002	14.382	9.765	27.933000000000003	31.453000000000003	32.385999999999996	11.429	21.372	11.265999999999998	10.475999999999999	28.721	31.855999999999998	30.427
37.17393	12.737	22.483	13.49	9.104	30.849	31.334	30.592	10.665999999999999	23.87	14.427	10.042	29.24	31.194000000000003	32.974000000000004	11.503	21.666999999999998	11.216	10.947000000000001	28.331999999999997	31.107	31.274
37.34074	12.165999999999999	22.015	13.144	9.082	30.543000000000003	31.648000000000003	32.144	10.68	22.719	14.571	10.118	28.901	33.071999999999996	32.669000000000004	11.095	21.264	11.423	10.764000000000001	28.32	32.204	30.383000000000003
37.50724	12.587	21.764	13.364	9.591000000000001	31.497	32.113	31.695999999999998	10.806	23.545	14.697000000000001	10.466	29.136999999999997	31.679000000000002	33.103	11.224	21.436999999999998	10.991	11.147	29.305999999999997	30.811999999999998	30.426
37.67398	12.565	21.798000000000002	13.345999999999998	9.967	29.706	32.049	31.436999999999998	10.981	23.121	14.642999999999999	10.45	28.976999999999997	31.061999999999998	33.658	11.625	21.079	11.234000000000002	11.454	28.819000000000003	32.801	30.427
37.84068	12.522	21.764	12.777000000000001	9.885	30.714000000000002	32.113	30.88	10.936	22.892	15.055	10.76	28.844	31.156999999999996	33.201	11.779000000000002	21.305999999999997	11.284	11.245	28.099	31.008000000000003	31.927
38.00735	12.914000000000001	21.079	13.43	10.113	31.366	32.928000000000004	32.544000000000004	11.132	22.468000000000004	15.186	10.956	29.594	31.059	32.94	11.453	20.621	11.252	11.832	30.122	31.171	31.436999999999998
38.1741	12.685	20.884	12.777000000000001	10.405999999999999	31.366	32.113	32.185	11.23	21.555	15.088	11.054	28.451999999999998	30.765	32.451	11.388	21.208000000000002	11.578	11.864	28.555999999999997	31.073	30.524
38.34071	12.62	21.471	12.94	10.667	30.811999999999998	32.113	31.956999999999997	11.1	22.273000000000003	14.402999999999999	11.151	28.42	30.601999999999997	32.451	11.224	21.11	11.48	12.06	29.404	30.91	31.633000000000003
38.50735	12.685	21.928	13.56	10.7	30.518	32.015	32.479	11.328	22.044	15.447000000000001	11.445	28.909000000000002	31.255	32.646	11.844000000000001	20.654	11.578	11.962	29.828000000000003	30.616	29.872
38.67407	12.672	21.017	13.002	11.124	32.086999999999996	32.571999999999996	30.721999999999998	10.959000000000001	22.209	15.013	11.312999999999999	28.261999999999997	31.129	32.648	11.600999999999999	20.494	11.509	12.217	28.658	32.508	30.785
38.84073	12.565	20.656999999999996	14.03	11.238	30.846999999999998	31.3	30.915	11.175999999999998	22.761999999999997	14.741	11.525	29.954	32.333	31.995	11.82	20.688000000000002	11.559000000000001	12.106	29.21	31.726	31.665
39.00734	12.612	21.33	13.520999999999999	11.052999999999999	30.475	31.971999999999998	30.675	11.092	22.49	15.048	11.7	29.029	30.495	33.223	11.738	20.904	11.277999999999999	12.706	29.1	32.139	32.013000000000005
39.17415	12.665	20.616	12.995	11.542	31.131999999999998	31.715	31.526	11.18	21.546999999999997	14.940999999999999	11.177	30.401999999999997	31.673000000000002	32.931	11.722999999999999	20.288	11.307	12.536	28.55	32.008	32.793
39.34085	12.699000000000002	21.16	13.100999999999999	11.487	30.604	33.008	32.038000000000004	11.25	21.993000000000002	15.595999999999998	11.935	29.092	31.436999999999998	32.596	11.690999999999999	20.833000000000002	11.869000000000002	12.055	28.639	31.151999999999997	30.991
39.50748	12.85	21.005	13.307	11.07	30.055	32.463	31.915	11.104000000000001	21.969	15.809000000000001	11.78	30.368000000000002	30.855999999999998	31.789	11.519	20.71	11.357999999999999	12.556	28.678	31.65	31.263
39.67408	12.708	20.589000000000002	13.285	11.663	31.005	32.829	31.923000000000002	11.317	22.729	15.272	12.213	29.166999999999998	30.73	32.841	11.509	20.227999999999998	11.89	12.504000000000001	29.925	31.301	30.165
39.84086	12.542	20.724	13.523	11.71	31.924	32.279	30.82	11.09	22.307	15.241	12.453	30.64	30.641	33.266999999999996	11.699000000000002	21.048000000000002	11.997	12.217	29.374000000000002	31.693	32.023
40.00747	12.642999999999999	21.274	13.742	12.283	31.495	32.111	31.302	11.349	21.848000000000003	15.305	12.507	29.559	31.513	34.245	12.26	20.195	11.498	12.732000000000001	29.664	32.509	31.666
40.17421	12.677999999999999	21.46	13.456	12.293	31.584	32.103	31.588	11.288	21.545	15.145999999999999	12.385	29.421	31.179000000000002	33.679	11.640999999999998	20.285	11.539000000000001	12.804	29.002	31.747	30.448
40.34083	12.718	20.688000000000002	13.462	12.103	32.181999999999995	31.787	32.446	11.425999999999998	21.816	15.545	12.293	30.116	31.092	33.103	11.942	20.165	12.23	12.777999999999999	29.404	30.975	31.405
40.50752	12.873	20.58	13.815	12.293	31.486	31.092	32.077	11.745	21.219	15.374	12.809000000000001	30.171	32.321	32.897	11.673	20.513	11.245999999999999	12.902000000000001	28.709	31.878	31.686999999999998
40.67426	12.417	20.58	13.228	12.39	30.573	33.374	32.273	11.288	21.545	15.342	12.515	29.811999999999998	31.538	32.31	11.543	20.35	11.474	12.967	28.741999999999997	32.041	31.916
40.84087	12.981	20.614	13.34	12.665999999999999	31.325	33.766	30.546999999999997	11.267000000000001	20.405	15.645999999999999	12.562000000000001	29.096999999999998	30.432	33.354	11.943	21.166	11.749	12.98	29.688000000000002	32.725	30.774
41.00753	13.356	20.3	13.523	12.818	31.045	31.823	31.634	11.155	21.004	15.110999999999999	12.257	29.565	31.976	34.44	11.894	20.201	12.128	13.455	29.666999999999998	32.181999999999995	31.826999999999998
41.17415	13.213	19.564	13.755	12.620999999999999	31.842	31.185	31.845	11.462	21.575	15.809000000000001	13.040999999999999	29.155	30.521	34.92	12.57	20.248	12.196	13.007	29.195	31.256999999999998	31.851999999999997
41.34088	13.133	20.000999999999998	13.285	13.065999999999999	31.103	31.165	31.596	11.513	21.554000000000002	15.501	12.637	29.656999999999996	30.795	32.547	12.162	20.293	11.955	13.026	29.631	31.921	31.96
41.50776	13.185	19.656	13.844000000000001	12.936	32.098	32.455	31.644000000000002	11.69	20.982	15.253	12.606	29.573	30.807	33.482	11.662	20.047	11.565	13.295	29.093000000000004	31.844	32.443000000000005
41.67434	12.931	19.96	13.654000000000002	12.843	31.749000000000002	32.367	31.031999999999996	11.501	21.32	16.078	13.005	30.14	30.653000000000002	33.1	11.767999999999999	20.45	11.833	13.662	28.971999999999998	31.135	32.553000000000004
41.84091	13.133	19.684	13.784	13.495999999999999	30.226999999999997	32.485	32.067	11.470999999999998	20.684	16.115	13.003	30.389	31.293000000000003	32.268	12.005	19.912	12.192	13.302999999999999	28.86	31.615	33.757
42.00759	13.52	20.32	13.523	12.876	31.355999999999998	32.694	32.309	11.337	21.713	15.456	12.809000000000001	30.369	30.522	33.296	11.605	20.319000000000003	12.062000000000001	13.204	29.169	31.659000000000002	33.273
42.17419	13.293	19.887	14.119000000000002	12.754000000000001	31.511	30.919	30.796	11.407	20.951	15.133	13.078	30.686999999999998	31.398000000000003	33.319	12.520999999999999	19.329	12.103	13.373	29.454	32.008	32.115
42.34097	13.307	19.555	13.83	13.15	31.965999999999998	32.486	31.61	11.417	20.522	15.602	13.475999999999999	30.651999999999997	30.771	33.874	11.817	20.143	12.369000000000002	13.414000000000001	30.107	32.565	32.968
42.50769	13.145999999999999	19.899	13.878	13.102	30.183000000000003	30.441	31.756	11.458	20.538	16.427	12.935	30.013	31.378	34.016	11.818	19.309	11.633	13.654000000000002	29.433000000000003	31.986	32.093
42.67436	12.875	19.733	14.027999999999999	13.152999999999999	32.208	32.335	31.787	11.577	20.863000000000003	15.827	12.954	29.717	30.427	33.46	12.071	19.405	11.945	13.642000000000001	29.563000000000002	31.79	32.126
42.84104	13.095	20.157	13.752	13.04	31.061	32.334	32.211	11.501	20.6	15.947000000000001	13.267000000000001	30.337	30.653000000000002	34.376	12.292	19.337	12.225999999999999	13.302	29.987	31.953000000000003	32.389
43.00762	12.885	19.964000000000002	13.42	13.102	32.243	31.715999999999998	31.037	11.654000000000002	21.256999999999998	15.74	12.87	29.62	30.953000000000003	33.33	11.949000000000002	19.472	12.384	13.262	29.726999999999997	31.463	30.948
43.17437	12.995999999999999	20.026	13.85	13.171	31.814	31.156	31.524	11.795	21.484	15.587	13.463	30.238000000000003	30.948	33.591	12.161	19.369	12.16	13.269	29.954	32.314	31.471999999999998
43.34111	13.315999999999999	20.048	14.008	13.427	32.0	32.062	31.71	11.886	20.131	15.253	13.293	30.424	31.396	33.155	12.186	19.85	12.154000000000002	13.197000000000001	29.944000000000003	32.695	32.541
43.50777	12.995999999999999	19.371	13.85	13.76	32.043	31.745	32.047	11.534	21.287	15.784	13.561	31.057	31.701	32.969	12.357999999999999	20.057000000000002	11.866	13.4	30.053	33.361	31.8
43.67444	13.174000000000001	19.53	13.987	13.469000000000001	31.221	30.462	32.208	11.479000000000001	20.858	15.434000000000001	13.304	30.104	30.483	35.393	12.308	19.528	12.198	13.638	30.313000000000002	33.33	31.539
43.84112	13.205	19.570999999999998	13.717	13.395	32.312	30.206999999999997	31.134	11.704	20.9	16.316	13.69	30.441	30.72	33.896	12.669	19.635	11.993	14.255999999999998	29.766	32.62	32.501999999999995
44.00777	13.527000000000001	19.881	13.587	13.692	32.095	29.109	32.394	11.832	20.848000000000003	16.115	13.690999999999999	31.405	31.588	34.038000000000004	12.431	19.19	12.06	13.5	30.008000000000003	32.368	32.413000000000004
44.17441	13.535	19.792	13.495	13.567	32.368	28.921999999999997	31.913	11.642000000000001	20.956999999999997	15.991	13.534	30.399	30.778000000000002	35.229	12.538	19.725	12.296	13.31	29.559	32.117	31.768
44.34106	13.052	20.253	14.065999999999999	13.68	31.288	28.598000000000003	30.866	11.620999999999999	20.467	16.461	13.482000000000001	30.695	30.454	34.999	11.595999999999998	19.563	12.081	13.421	29.397	32.379	32.521
44.5078	12.825	19.656	13.517000000000001	13.623	30.953000000000003	29.476	32.037	11.788	20.72	16.136	13.359000000000002	30.228	30.643	34.562	11.957	20.047	11.958	13.59	29.584	31.746	32.28
44.67439	13.464	19.832	13.732999999999999	13.251	31.881	28.541	30.904	11.283	20.111	15.925	13.444	30.502	29.217	33.035	12.039000000000001	19.601	11.945	13.870999999999999	29.136999999999997	31.136	32.551
44.84112	12.8	19.862000000000002	14.014000000000001	13.367	31.715999999999998	28.209	29.461	11.599	20.338	15.652999999999999	13.398	31.057	28.984	34.376	12.194	19.86	11.931	14.152999999999999	29.855999999999998	30.579	32.946
45.00787	13.165999999999999	20.274	13.357999999999999	13.758	31.669	27.732	29.772	11.470999999999998	20.061	15.525	13.331	30.618000000000002	28.212	34.792	12.497	19.19	12.355	13.827	30.04	30.631	32.216
45.17445	13.11	19.980999999999998	13.863	13.543	30.951	27.441999999999997	30.07	11.45	20.457	15.864	13.475999999999999	30.881	28.217	35.446999999999996	12.21	19.192999999999998	12.664000000000001	13.479000000000001	29.976	32.041	32.674
45.34117	13.31	19.425	13.946	13.36	31.773000000000003	26.84	29.083000000000002	11.544	20.755	16.09	13.722000000000001	30.69	27.945	34.904	12.185	19.62	12.155999999999999	13.665999999999999	30.147	30.441999999999997	32.033
45.50778	13.333	19.750999999999998	14.425	13.575	31.901999999999997	27.755	27.730999999999998	11.565	20.325	15.981	13.478	31.018	27.249000000000002	35.43	11.716	19.519000000000002	12.24	13.620999999999999	29.16	30.441	31.903000000000002
45.67443	13.294	19.897000000000002	13.802	13.905999999999999	31.456	26.723000000000003	28.932	11.725999999999999	20.767	16.075	13.282	30.21	26.415	33.042	12.103	19.37	12.242	13.751	29.699	29.534000000000002	31.453000000000003
45.84114	13.440999999999999	19.392	14.307	13.918	30.426	27.662	28.261999999999997	11.511	20.985	16.452	13.392999999999999	30.131999999999998	27.221999999999998	34.411	12.513	19.817	12.649000000000001	14.652000000000001	29.424	29.391	33.117
46.00789	13.398	19.298	14.287	13.764000000000001	31.154	25.621	28.855	11.561	20.729	15.912	13.536	30.698	26.529	35.673	12.044	19.889	12.100999999999999	14.142000000000001	30.025	31.01	31.75
46.17454	13.534	19.654	13.85	14.116	31.543000000000003	27.086	29.535999999999998	11.429	21.02	15.615	13.494000000000002	30.464000000000002	26.709	33.731	12.118	19.685	12.025	14.073	30.616	30.48	31.653000000000002
46.34138	13.102	20.066	13.901	13.704	32.155	26.433000000000003	28.525	11.718	20.641	15.475	13.743	31.374000000000002	26.98	34.116	12.811	19.37	12.109000000000002	14.228	30.373	29.408	31.743000000000002
46.50792	13.102	19.438	13.769	14.167	33.014	26.366999999999997	28.79	11.619000000000002	20.245	16.136	14.206	30.053	26.551	32.992	11.886	19.634	12.571	14.161	29.91	30.035999999999998	32.437
46.6745	12.888	19.748	13.888	13.89	32.001999999999995	27.109	27.779	11.175	20.62	15.824000000000002	13.4	30.758000000000003	26.335	32.409	12.265999999999998	19.910999999999998	12.162	13.949000000000002	29.955	30.741999999999997	32.216
46.84124	13.126	19.601	13.821	13.789000000000001	30.467	26.758000000000003	28.521	11.607999999999999	20.54	15.794	13.63	31.406999999999996	26.479	32.76	12.704	19.764	12.128	14.083	30.736	29.671	31.148000000000003
47.00785	13.011	19.878	14.106	14.206	31.174	25.88	27.94	11.924000000000001	20.619	15.548	13.75	30.195	24.709	31.648000000000003	12.092	19.546	12.478	14.267999999999999	29.689	29.715999999999998	32.349000000000004
47.17463	13.011	19.382	13.709000000000001	13.610999999999999	32.364000000000004	25.781	29.229	11.527000000000001	20.750999999999998	16.242	13.717	31.253	25.965	31.549	12.092	19.413	12.312999999999999	13.474	29.524	29.351999999999997	31.853
47.3414	13.475	19.044	14.277999999999999	14.247	31.595	26.208000000000002	28.199	11.663	20.477999999999998	15.717	13.889000000000001	30.517	25.17	32.102	12.06	19.373	12.485999999999999	14.008	29.581	28.915	31.676
47.50799	13.162	18.892	13.44	14.234000000000002	32.003	26.19	27.124000000000002	11.450999999999999	20.589000000000002	15.835	14.074000000000002	31.023000000000003	25.615	31.486	12.142000000000001	18.956	12.275	14.225999999999999	29.031	28.993000000000002	31.654
47.67465	13.032	19.775	13.811	14.242	32.951	26.055	29.296	11.751	20.910999999999998	16.069000000000003	13.587	30.552	24.886999999999997	31.016	12.307	19.773	12.547	14.165	29.88	29.315	31.444000000000003
47.8413	12.933	18.984	13.514000000000001	14.142999999999999	31.83	26.846	28.142	11.323	21.24	15.674000000000001	13.818	30.849	25.513	30.752	12.011	20.037	12.217	14.363	29.682	29.81	32.235
48.008	12.706	19.364	13.694	13.369000000000002	32.043	26.904	26.914	11.364	20.761	15.517000000000001	13.437000000000001	30.500999999999998	25.608	31.329	11.88	19.855999999999998	12.002	14.043	29.596999999999998	28.443	31.717
48.17477	12.772	19.496	13.793	14.488	32.076	25.884	27.934	11.693	20.729	15.747	13.339	29.974	25.213	30.868000000000002	12.175999999999998	19.757	12.397	13.912	30.124000000000002	29.068	31.256
48.3413	13.167	19.167	13.365	13.994000000000002	33.326	25.489	27.967	11.792	21.255	15.253	14.095999999999998	30.896	25.114	30.375	12.341	19.889	12.397	14.437999999999999	30.221999999999998	29.166999999999998	31.158
48.50805	12.927	19.493	13.713	14.013	31.284000000000002	26.206999999999997	28.489	11.484000000000002	20.561999999999998	15.472000000000001	14.115	30.533	25.14	30.899	12.562999999999999	19.393	12.218	14.262	29.267	28.605	30.104
48.67474	13.068	19.101	13.595	13.960999999999999	31.45	25.72	27.473000000000003	11.495999999999999	20.564	16.01	13.997	31.686	25.509	30.572	11.88	19.658	12.167	14.01	29.63	29.134	29.578000000000003
48.84145	13.017999999999999	19.22	14.168	14.007	30.416999999999998	25.145	27.755	11.609000000000002	20.288	16.157	14.01	31.576	25.526999999999997	30.263	12.192	19.415	12.08	14.222000000000001	30.145	28.99	28.743000000000002
49.00803	13.167	19.2	13.76	13.764000000000001	30.759	25.094	27.835	11.693	20.531	16.01	14.194	30.271	24.916999999999998	30.868000000000002	11.979000000000001	19.362000000000002	12.068	13.714	29.729	28.969	28.491999999999997
49.17472	13.657	19.024	13.968	13.772	30.781999999999996	25.134	26.86	11.847000000000001	20.457	16.0	13.843	30.495	24.228	30.694000000000003	11.878	19.253	11.747	14.390999999999998	29.526	27.97	28.122
49.34134	13.376	19.143	13.485999999999999	14.082	29.878	25.712	26.878	11.597000000000001	19.917	15.75	13.724	30.945999999999998	24.873	31.276	12.852	19.703	12.387	13.81	29.383000000000003	28.122	29.068
49.50816	13.172	19.258	13.915999999999999	13.853	29.63	24.711	27.525	11.527999999999999	20.327	16.11	13.857000000000001	30.398000000000003	25.39	30.96	12.052	19.387999999999998	12.255999999999998	13.908	29.495	29.721	28.487
49.67491	13.294	19.222	13.968	14.267000000000001	30.188000000000002	25.596	27.256	11.484000000000002	20.589000000000002	16.230999999999998	13.380999999999998	30.528000000000002	23.964000000000002	30.660999999999998	12.735999999999999	19.484	12.44	14.390999999999998	29.526	28.168000000000003	28.518
49.84141	13.135	19.042	13.802	14.464	30.073	25.078000000000003	26.278000000000002	11.784	20.212	15.838	14.008	30.449	24.568	30.217	12.282	18.874000000000002	12.175	14.161	29.48	27.822	28.405
50.00819	13.055	19.509	13.863	14.525	28.956999999999997	24.695999999999998	27.18	11.245999999999999	19.852999999999998	16.223	14.265999999999998	30.815	23.758000000000003	29.1	12.265999999999998	19.045	11.84	14.384	29.054000000000002	28.389	27.947
50.17479	12.945	19.746	13.709000000000001	14.173	30.875999999999998	25.285	26.287	11.725999999999999	20.057000000000002	15.747	13.915	31.055	24.808000000000003	29.235	12.620999999999999	19.017	11.917	14.135	29.921	28.13	27.820999999999998
50.34149	13.085999999999999	19.021	13.459000000000001	13.989	29.095	25.028000000000002	26.458000000000002	11.572000000000001	20.422	15.427	13.863	30.031999999999996	24.353	30.494	11.969000000000001	19.052	11.469000000000001	13.817	29.063000000000002	27.934	27.658
50.50824	13.011	19.25	13.974	13.578	28.464000000000002	25.781	25.924	11.395	20.519000000000002	15.648	13.452	30.592	23.585	30.128	12.39	19.017	12.082	14.267999999999999	29.491	26.807	28.779
50.6749	13.34	19.622	13.933	14.297	29.991	25.784000000000002	26.953000000000003	11.557	19.965	15.677	14.106	30.601	24.843000000000004	29.804000000000002	12.257	19.454	12.405	13.965	29.566999999999997	27.574	26.87
50.84157	13.159	19.567999999999998	14.02	13.921	28.284000000000002	24.179000000000002	26.405	11.542	20.044	15.365	14.126	30.415	23.601999999999997	29.386999999999997	12.208	19.5	11.995	13.984000000000002	29.346999999999998	27.654	28.205
51.00829	12.624	19.451	14.384	14.649000000000001	29.326999999999998	24.136	26.095	11.572000000000001	20.224	15.758	14.193	29.734	24.848000000000003	29.601999999999997	12.299000000000001	18.887	12.36	14.148	29.491999999999997	27.538	27.195999999999998
51.17492	13.075	19.489	14.099	14.595	29.098000000000003	25.122	26.919	11.424000000000001	19.866	16.107	14.106	29.311	24.247	31.194000000000003	12.158	19.587	12.206	14.263	29.831	27.111	27.166999999999998
51.34163	12.987	19.55	14.054	14.154000000000002	28.6	24.268	26.293000000000003	11.704	20.389	15.956	13.895999999999999	28.38	24.287	28.809	12.068	19.383	12.195	15.005999999999998	29.261	27.505	27.063000000000002
51.50827	13.034	19.512	13.927	13.894	28.36	24.419	27.041999999999998	11.417	20.980999999999998	15.57	13.901	29.003	23.743000000000002	28.603	11.356	19.675	11.935	13.991	28.663	27.399	27.72
51.6749	13.499	19.24	13.802	13.968	28.454	24.583000000000002	26.906	11.421	20.641	15.772	13.610999999999999	28.499000000000002	23.808000000000003	28.564	11.225	20.229	12.109000000000002	14.161	29.183000000000003	26.798000000000002	27.513
51.84161	13.159	19.899	14.085999999999999	14.482999999999999	29.375999999999998	24.509	26.405	11.509	20.772	15.993	14.192	27.405	24.098000000000003	28.858	12.241	19.764	12.027999999999999	14.182	29.81	27.588	26.651
52.00834	13.210999999999999	20.035	13.75	14.247	28.623	23.533	25.954	11.399000000000001	20.412	16.015	14.186	27.578000000000003	23.09	28.833000000000002	12.39	19.934	11.958	14.339	29.449	26.669	27.384
